Using device:  cpu
title 426: 0.11
title 483: 0.11
title 368: 0.11
title 737: 0.11
title 939: 0.11
title 70: 0.11
title 495: 0.11
title 291: 0.11
title 100: 0.11
title 525: 0.11
title 752: 0.11
title 567: 0.11
title 871: 0.11
title 278: 0.11
title 614: 0.11
title 341: 0.11
title 114: 0.11
title 388: 0.11
title 669: 0.11
title 757: 0.11
title 753: 0.11
title 538: 0.11
title 310: 0.11
title 511: 0.11
title 736: 0.11
title 416: 0.11
title 366: 0.11
title 454: 0.11
title 1: 0.11
title 899: 0.11
title 572: 0.11
title 292: 0.11
title 386: 0.11
title 391: 0.11
title 206: 0.11
title 489: 0.11
title 564: 0.11
title 816: 0.11
title 715: 0.11
title 891: 0.11
title 626: 0.11
title 726: 0.11
title 13: 0.11
title 235: 0.11
title 446: 0.11
title 440: 0.11
title 758: 0.11
title 191: 0.11
title 587: 0.1
title 248: 0.1
title 311: 0.1
title 94: 0.1
title 32: 0.1
title 507: 0.1
title 570: 0.1
title 985: 0.1
title 754: 0.1
title 214: 0.1
title 216: 0.1
title 710: 0.1
title 577: 0.1
title 490: 0.1
title 748: 0.1
title 503: 0.1
title 230: 0.1
title 637: 0.1
title 764: 0.1
title 74: 0.1
title 948: 0.1
title 219: 0.1
title 749: 0.1
title 851: 0.1
title 349: 0.1
title 384: 0.1
title 698: 0.1
title 113: 0.1
title 790: 0.1
title 730: 0.1
title 408: 0.1
title 357: 0.1
title 394: 0.1
title 424: 0.1
title 541: 0.1
title 255: 0.1
title 872: 0.1
title 137: 0.1
title 960: 0.1
title 810: 0.1
title 989: 0.1
title 265: 0.1
title 222: 0.1
title 870: 0.1
title 809: 0.1
title 151: 0.1
title 833: 0.1
title 294: 0.1
title 253: 0.1
title 843: 0.1
title 679: 0.1
title 906: 0.1
title 771: 0.1
title 383: 0.1
title 944: 0.1
title 965: 0.1
title 379: 0.1
title 84: 0.1
title 411: 0.1
title 365: 0.1
title 220: 0.1
title 358: 0.1
title 699: 0.1
title 334: 0.1
title 466: 0.1
title 865: 0.1
title 933: 0.1
title 529: 0.1
title 596: 0.1
title 575: 0.1
title 727: 0.1
title 814: 0.1
title 308: 0.1
title 972: 0.1
title 277: 0.1
title 403: 0.1
title 338: 0.1
title 775: 0.1
title 805: 0.1
title 617: 0.1
title 390: 0.1
title 667: 0.1
title 37: 0.1
title 421: 0.1
title 444: 0.1
title 281: 0.1
title 499: 0.1
title 5: 0.1
title 304: 0.1
title 660: 0.1
title 728: 0.1
title 438: 0.1
title 188: 0.1
title 165: 0.1
title 435: 0.1
title 129: 0.1
title 192: 0.1
title 882: 0.1
title 744: 0.1
title 704: 0.1
title 706: 0.1
title 781: 0.1
title 161: 0.1
title 942: 0.1
title 145: 0.1
title 423: 0.1
title 492: 0.1
title 915: 0.1
title 457: 0.1
title 945: 0.1
title 717: 0.1
title 477: 0.1
title 987: 0.1
title 688: 0.1
title 854: 0.1
title 378: 0.1
title 977: 0.1
title 609: 0.1
title 913: 0.1
title 655: 0.1
title 697: 0.1
title 952: 0.1
title 521: 0.1
title 331: 0.1
title 634: 0.1
title 897: 0.1
title 563: 0.1
title 182: 0.1
title 136: 0.1
title 858: 0.1
title 646: 0.1
title 852: 0.1
title 293: 0.1
title 514: 0.1
title 228: 0.1
title 724: 0.1
title 883: 0.1
title 152: 0.1
title 982: 0.1
title 856: 0.1
title 746: 0.1
title 213: 0.1
title 901: 0.1
title 788: 0.1
title 555: 0.1
title 42: 0.1
title 49: 0.1
title 162: 0.1
title 583: 0.1
title 973: 0.1
title 488: 0.1
title 557: 0.1
title 204: 0.1
title 218: 0.1
title 574: 0.1
title 505: 0.1
title 208: 0.1
title 314: 0.1
title 513: 0.1
title 262: 0.1
title 815: 0.1
title 234: 0.1
title 990: 0.1
title 273: 0.1
title 585: 0.1
title 298: 0.1
title 829: 0.1
title 533: 0.1
title 63: 0.1
title 122: 0.1
title 588: 0.1
title 813: 0.1
title 840: 0.1
title 236: 0.1
title 406: 0.1
title 20: 0.1
title 296: 0.1
title 652: 0.1
title 607: 0.1
title 976: 0.1
title 264: 0.1
title 380: 0.1
title 224: 0.1
title 54: 0.1
title 642: 0.1
title 402: 0.1
title 64: 0.1
title 33: 0.1
title 30: 0.1
title 629: 0.1
title 305: 0.1
title 622: 0.1
title 335: 0.1
title 124: 0.1
title 999: 0.1
title 643: 0.1
title 18: 0.1
title 743: 0.1
title 692: 0.1
title 260: 0.1
title 309: 0.1
title 354: 0.1
title 542: 0.1
title 479: 0.1
title 712: 0.1
title 28: 0.1
title 975: 0.1
title 600: 0.1
title 207: 0.1
title 472: 0.1
title 932: 0.1
title 618: 0.1
title 437: 0.1
title 17: 0.1
title 632: 0.1
title 795: 0.1
title 964: 0.1
title 763: 0.1
title 55: 0.1
title 898: 0.1
title 254: 0.1
title 493: 0.1
title 43: 0.1
title 223: 0.1
title 659: 0.1
title 197: 0.1
title 768: 0.1
title 475: 0.1
title 112: 0.1
title 949: 0.1
title 183: 0.1
title 481: 0.1
title 360: 0.1
title 895: 0.1
title 62: 0.1
title 240: 0.1
title 531: 0.1
title 393: 0.1
title 691: 0.1
title 794: 0.1
title 59: 0.1
title 592: 0.1
title 71: 0.1
title 625: 0.1
title 272: 0.1
title 855: 0.1
title 430: 0.1
title 110: 0.1
title 186: 0.1
title 11: 0.1
title 355: 0.1
title 573: 0.1
title 456: 0.1
title 927: 0.1
title 77: 0.1
title 140: 0.1
title 904: 0.1
title 522: 0.1
title 244: 0.1
title 245: 0.1
title 802: 0.1
title 827: 0.1
title 369: 0.1
title 198: 0.1
title 530: 0.1
title 104: 0.1
title 828: 0.1
title 580: 0.1
title 832: 0.1
title 884: 0.1
title 231: 0.1
title 593: 0.1
title 613: 0.1
title 784: 0.1
title 177: 0.1
title 453: 0.1
title 163: 0.1
title 407: 0.1
title 950: 0.1
title 657: 0.1
title 494: 0.1
title 860: 0.1
title 111: 0.1
title 7: 0.1
title 22: 0.1
title 345: 0.1
title 436: 0.1
title 56: 0.1
title 864: 0.1
title 73: 0.1
title 653: 0.1
title 401: 0.1
title 68: 0.1
title 894: 0.1
title 75: 0.1
title 409: 0.1
title 545: 0.1
title 645: 0.1
title 259: 0.1
title 978: 0.1
title 465: 0.1
title 276: 0.1
title 905: 0.1
title 791: 0.1
title 258: 0.1
title 798: 0.1
title 519: 0.1
title 238: 0.1
title 890: 0.1
title 155: 0.1
title 682: 0.1
title 558: 0.1
title 153: 0.1
title 929: 0.1
title 109: 0.1
title 647: 0.1
title 991: 0.1
title 708: 0.1
title 29: 0.1
title 306: 0.1
title 700: 0.1
title 160: 0.1
title 196: 0.1
title 227: 0.1
title 12: 0.1
title 705: 0.1
title 544: 0.1
title 623: 0.1
title 974: 0.1
title 158: 0.1
title 666: 0.1
title 711: 0.1
title 656: 0.1
title 968: 0.1
title 172: 0.1
title 586: 0.1
title 850: 0.1
title 825: 0.1
title 87: 0.1
title 713: 0.1
title 844: 0.1
title 19: 0.1
title 633: 0.1
title 484: 0.1
title 239: 0.1
title 329: 0.1
title 535: 0.1
title 243: 0.1
title 321: 0.1
title 471: 0.1
title 120: 0.1
title 732: 0.1
title 452: 0.1
title 66: 0.1
title 116: 0.1
title 23: 0.1
title 750: 0.1
title 131: 0.1
title 731: 0.1
title 765: 0.1
title 427: 0.1
title 21: 0.1
title 250: 0.1
title 701: 0.1
title 930: 0.1
title 719: 0.1
title 797: 0.1
title 297: 0.1
title 474: 0.1
title 919: 0.1
title 233: 0.1
title 215: 0.1
title 702: 0.1
title 487: 0.1
title 88: 0.1
title 482: 0.1
title 473: 0.1
title 834: 0.1
title 683: 0.1
title 144: 0.1
title 983: 0.1
title 734: 0.1
title 302: 0.1
title 601: 0.1
title 181: 0.1
title 397: 0.1
title 644: 0.1
title 696: 0.1
title 520: 0.1
title 658: 0.09
title 200: 0.09
title 803: 0.09
title 450: 0.09
title 157: 0.09
title 4: 0.09
title 900: 0.09
title 363: 0.09
title 673: 0.09
title 119: 0.09
title 65: 0.09
title 648: 0.09
title 672: 0.09
title 176: 0.09
title 649: 0.09
title 661: 0.09
title 892: 0.09
title 561: 0.09
title 57: 0.09
title 821: 0.09
title 822: 0.09
title 817: 0.09
title 130: 0.09
title 26: 0.09
title 392: 0.09
title 185: 0.09
title 443: 0.09
title 36: 0.09
title 676: 0.09
title 417: 0.09
title 201: 0.09
title 709: 0.09
title 695: 0.09
title 175: 0.09
title 579: 0.09
title 139: 0.09
title 539: 0.09
title 199: 0.09
title 980: 0.09
title 166: 0.09
title 382: 0.09
title 912: 0.09
title 81: 0.09
title 428: 0.09
title 339: 0.09
title 31: 0.09
title 247: 0.09
title 96: 0.09
title 502: 0.09
title 778: 0.09
title 179: 0.09
title 641: 0.09
title 664: 0.09
title 559: 0.09
title 677: 0.09
title 931: 0.09
title 127: 0.09
title 755: 0.09
title 941: 0.09
title 997: 0.09
title 346: 0.09
title 566: 0.09
title 78: 0.09
title 940: 0.09
title 786: 0.09
title 418: 0.09
title 441: 0.09
title 792: 0.09
title 274: 0.09
title 178: 0.09
title 885: 0.09
title 458: 0.09
title 918: 0.09
title 496: 0.09
title 722: 0.09
title 261: 0.09
title 787: 0.09
title 599: 0.09
title 800: 0.09
title 707: 0.09
title 52: 0.09
title 3: 0.09
title 811: 0.09
title 902: 0.09
title 716: 0.09
title 269: 0.09
title 501: 0.09
title 202: 0.09
title 376: 0.09
title 506: 0.09
title 288: 0.09
title 148: 0.09
title 337: 0.09
title 61: 0.09
title 467: 0.09
title 367: 0.09
title 938: 0.09
title 751: 0.09
title 674: 0.09
title 147: 0.09
title 97: 0.09
title 636: 0.09
title 526: 0.09
title 808: 0.09
title 943: 0.09
title 807: 0.09
title 970: 0.09
title 60: 0.09
title 299: 0.09
title 966: 0.09
title 415: 0.09
title 249: 0.09
title 979: 0.09
title 410: 0.09
title 819: 0.09
title 823: 0.09
title 537: 0.09
title 508: 0.09
title 654: 0.09
title 703: 0.09
title 616: 0.09
title 462: 0.09
title 315: 0.09
title 138: 0.09
title 528: 0.09
title 517: 0.09
title 480: 0.09
title 170: 0.09
title 461: 0.09
title 922: 0.09
title 0: 0.09
title 946: 0.09
title 404: 0.09
title 2: 0.09
title 99: 0.09
title 602: 0.09
title 971: 0.09
title 523: 0.09
title 67: 0.09
title 741: 0.09
title 44: 0.09
title 359: 0.09
title 287: 0.09
title 373: 0.09
title 954: 0.09
title 610: 0.09
title 868: 0.09
title 686: 0.09
title 761: 0.09
title 14: 0.09
title 398: 0.09
title 680: 0.09
title 266: 0.09
title 582: 0.09
title 546: 0.09
title 463: 0.09
title 242: 0.09
title 333: 0.09
title 862: 0.09
title 896: 0.09
title 226: 0.09
title 252: 0.09
title 849: 0.09
title 336: 0.09
title 936: 0.09
title 212: 0.09
title 681: 0.09
title 595: 0.09
title 58: 0.09
title 604: 0.09
title 516: 0.09
title 838: 0.09
title 156: 0.09
title 381: 0.09
title 988: 0.09
title 678: 0.09
title 24: 0.09
title 478: 0.09
title 569: 0.09
title 169: 0.09
title 318: 0.09
title 433: 0.09
title 662: 0.09
title 615: 0.09
title 835: 0.09
title 992: 0.09
title 762: 0.09
title 594: 0.09
title 317: 0.09
title 772: 0.09
title 375: 0.09
title 886: 0.09
title 799: 0.09
title 271: 0.09
title 640: 0.09
title 476: 0.09
title 372: 0.09
title 123: 0.09
title 671: 0.09
title 420: 0.09
title 350: 0.09
title 806: 0.09
title 756: 0.09
title 432: 0.09
title 509: 0.09
title 773: 0.09
title 524: 0.09
title 132: 0.09
title 560: 0.09
title 445: 0.09
title 464: 0.09
title 8: 0.09
title 639: 0.09
title 82: 0.09
title 107: 0.09
title 956: 0.09
title 195: 0.09
title 783: 0.09
title 963: 0.09
title 875: 0.09
title 735: 0.09
title 998: 0.09
title 887: 0.09
title 370: 0.09
title 547: 0.09
title 820: 0.09
title 859: 0.09
title 498: 0.09
title 789: 0.09
title 576: 0.09
title 340: 0.09
title 532: 0.09
title 510: 0.09
title 867: 0.09
title 552: 0.08
title 608: 0.08
title 385: 0.08
title 187: 0.08
title 307: 0.08
title 413: 0.08
title 89: 0.08
title 190: 0.08
title 256: 0.08
title 779: 0.08
title 914: 0.08
title 801: 0.08
title 164: 0.08
title 740: 0.08
title 80: 0.08
title 955: 0.08
title 665: 0.08
title 189: 0.08
title 907: 0.08
title 959: 0.08
title 399: 0.08
title 777: 0.08
title 759: 0.08
title 848: 0.08
title 232: 0.08
title 6: 0.08
title 947: 0.08
title 589: 0.08
title 414: 0.08
title 995: 0.08
title 342: 0.08
title 841: 0.08
title 824: 0.08
title 263: 0.08
title 312: 0.08
title 670: 0.08
title 903: 0.08
title 921: 0.08
title 326: 0.08
title 729: 0.08
title 782: 0.08
title 957: 0.08
title 969: 0.08
title 690: 0.08
title 10: 0.08
title 928: 0.08
title 550: 0.08
title 720: 0.08
title 143: 0.08
title 377: 0.08
title 793: 0.08
title 343: 0.08
title 193: 0.08
title 571: 0.08
title 439: 0.08
title 460: 0.08
title 117: 0.08
title 962: 0.08
title 374: 0.08
title 556: 0.08
title 893: 0.07
title 562: 0.07
title 812: 0.07
title 958: 0.07
title 330: 0.07
title 92: 0.07
title 847: 0.07
title 767: 0.06
reward_when_clicks_maximized:  (np.float64(0.26480257829867826), np.float64(17.688888884366616))
reward_when_watch_duration_maximized:  (np.float64(0.22714808950048224), np.float64(22.012964401261744))
agent name:  TweedieModelAgent
user 0 / 10000, time taken: 0.0014679431915283203
user 1000 / 10000, time taken: 0.0682370662689209
user 2000 / 10000, time taken: 0.05761313438415527
user 3000 / 10000, time taken: 0.0791480541229248
user 4000 / 10000, time taken: 0.06824398040771484
user 5000 / 10000, time taken: 0.06769585609436035
user 6000 / 10000, time taken: 0.056089162826538086
user 7000 / 10000, time taken: 0.07454180717468262
user 8000 / 10000, time taken: 0.04953598976135254
user 9000 / 10000, time taken: 0.05139732360839844
Day 0, actual_clicks_reward: 2068.0, max_clicks_reward: 2648.0257829870493, actual_watch_duration_reward: 113275.93569920704, max_watch_duration_reward: 220129.64401257146
user 0 / 10000, time taken: 0.002172231674194336
user 1000 / 10000, time taken: 0.06892204284667969
user 2000 / 10000, time taken: 0.10304403305053711
user 3000 / 10000, time taken: 0.0640108585357666
user 4000 / 10000, time taken: 0.05053901672363281
user 5000 / 10000, time taken: 0.05347609519958496
user 6000 / 10000, time taken: 0.059571266174316406
user 7000 / 10000, time taken: 0.07498383522033691
user 8000 / 10000, time taken: 0.07074499130249023
user 9000 / 10000, time taken: 0.05074000358581543
Day 1, actual_clicks_reward: 2017.0, max_clicks_reward: 2648.0257829870493, actual_watch_duration_reward: 113319.86468073401, max_watch_duration_reward: 220129.64401257146
user 0 / 10000, time taken: 0.004151105880737305
user 1000 / 10000, time taken: 0.06125593185424805
user 2000 / 10000, time taken: 0.03868913650512695
user 3000 / 10000, time taken: 0.0684671401977539
user 4000 / 10000, time taken: 0.08009004592895508
user 5000 / 10000, time taken: 0.06382393836975098
user 6000 / 10000, time taken: 0.04420280456542969
user 7000 / 10000, time taken: 0.07803893089294434
user 8000 / 10000, time taken: 0.0539250373840332
user 9000 / 10000, time taken: 0.06519293785095215
Day 2, actual_clicks_reward: 2065.0, max_clicks_reward: 2648.0257829870493, actual_watch_duration_reward: 112425.17409310599, max_watch_duration_reward: 220129.64401257146
Epoch 0, data points: 59826, Loss per data point: 0.3038102171108851
Epoch 10, data points: 59826, Loss per data point: 0.29630371637395053
Epoch 20, data points: 59826, Loss per data point: 0.29624447274047866
Epoch 30, data points: 59826, Loss per data point: 0.2961845310513929
Epoch 40, data points: 59826, Loss per data point: 0.2961681771213821
Epoch 50, data points: 59826, Loss per data point: 0.29617457690634447
Epoch 60, data points: 59826, Loss per data point: 0.29614888861756966
Epoch 70, data points: 59826, Loss per data point: 0.29614089410697886
Epoch 80, data points: 59826, Loss per data point: 0.2961104179111713
Epoch 90, data points: 59826, Loss per data point: 0.29607725618468467
Training completed
user 0 / 10000, time taken: 0.00036406517028808594
user 1000 / 10000, time taken: 1.4995379447937012
user 2000 / 10000, time taken: 1.481564998626709
user 3000 / 10000, time taken: 1.5142478942871094
user 4000 / 10000, time taken: 1.3340258598327637
user 5000 / 10000, time taken: 1.382390022277832
user 6000 / 10000, time taken: 1.3133580684661865
user 7000 / 10000, time taken: 1.3515350818634033
user 8000 / 10000, time taken: 1.4197256565093994
user 9000 / 10000, time taken: 1.4358580112457275
Day 3, actual_clicks_reward: 2082.0, max_clicks_reward: 2648.0257829870493, actual_watch_duration_reward: 156785.91996771586, max_watch_duration_reward: 220129.64401257146
Epoch 0, data points: 79821, Loss per data point: 0.30966692965109616
Epoch 10, data points: 79821, Loss per data point: 0.30940616949990424
Epoch 20, data points: 79821, Loss per data point: 0.3093857648887266
Epoch 30, data points: 79821, Loss per data point: 0.30933045485489796
Epoch 40, data points: 79821, Loss per data point: 0.3093619387838086
Epoch 50, data points: 79821, Loss per data point: 0.30942502016233886
Epoch 60, data points: 79821, Loss per data point: 0.30929957823758675
Epoch 70, data points: 79821, Loss per data point: 0.3093177146867176
Epoch 80, data points: 79821, Loss per data point: 0.3093447239593912
Epoch 90, data points: 79821, Loss per data point: 0.30932644352301364
Training completed
user 0 / 10000, time taken: 0.00013208389282226562
user 1000 / 10000, time taken: 1.6384413242340088
user 2000 / 10000, time taken: 1.7490568161010742
user 3000 / 10000, time taken: 1.600283145904541
user 4000 / 10000, time taken: 1.5769729614257812
user 5000 / 10000, time taken: 1.6210410594940186
user 6000 / 10000, time taken: 1.6837539672851562
user 7000 / 10000, time taken: 1.5279052257537842
user 8000 / 10000, time taken: 1.4255740642547607
user 9000 / 10000, time taken: 1.4724762439727783
Day 4, actual_clicks_reward: 2054.0, max_clicks_reward: 2648.0257829870493, actual_watch_duration_reward: 141827.20901506656, max_watch_duration_reward: 220129.64401257146
Epoch 0, data points: 99749, Loss per data point: 0.31401587875398795
Epoch 10, data points: 99749, Loss per data point: 0.31360086590990693
Epoch 20, data points: 99749, Loss per data point: 0.3135901089724405
Epoch 30, data points: 99749, Loss per data point: 0.3134224506250022
Epoch 40, data points: 99749, Loss per data point: 0.31342886060443137
Epoch 50, data points: 99749, Loss per data point: 0.313420871678249
Epoch 60, data points: 99749, Loss per data point: 0.31355496016677736
Epoch 70, data points: 99749, Loss per data point: 0.31349787688051906
Epoch 80, data points: 99749, Loss per data point: 0.3135214418067967
Epoch 90, data points: 99749, Loss per data point: 0.31352662092691735
Training completed
user 0 / 10000, time taken: 0.0002219676971435547
user 1000 / 10000, time taken: 1.7385179996490479
user 2000 / 10000, time taken: 1.580826997756958
user 3000 / 10000, time taken: 1.5983526706695557
user 4000 / 10000, time taken: 1.6053340435028076
user 5000 / 10000, time taken: 1.604705810546875
user 6000 / 10000, time taken: 1.7562708854675293
user 7000 / 10000, time taken: 1.5653066635131836
user 8000 / 10000, time taken: 1.5997660160064697
user 9000 / 10000, time taken: 1.6543402671813965
Day 5, actual_clicks_reward: 1866.0, max_clicks_reward: 2648.0257829870493, actual_watch_duration_reward: 111530.2686217119, max_watch_duration_reward: 220129.64401257146
Epoch 0, data points: 119594, Loss per data point: 0.3108225775926865
Epoch 10, data points: 119594, Loss per data point: 0.3104146066464666
Epoch 20, data points: 119594, Loss per data point: 0.3103878227191591
Epoch 30, data points: 119594, Loss per data point: 0.3103899109719806
Epoch 40, data points: 119594, Loss per data point: 0.3103234989359173
Epoch 50, data points: 119594, Loss per data point: 0.3103928412594006
Epoch 60, data points: 119594, Loss per data point: 0.3103927091138587
Epoch 70, data points: 119594, Loss per data point: 0.3104097652106763
Epoch 80, data points: 119594, Loss per data point: 0.31036362360617725
Epoch 90, data points: 119594, Loss per data point: 0.3103339131114447
Training completed
user 0 / 10000, time taken: 0.0003108978271484375
user 1000 / 10000, time taken: 1.6557750701904297
user 2000 / 10000, time taken: 1.6189029216766357
user 3000 / 10000, time taken: 1.650743007659912
user 4000 / 10000, time taken: 1.6880018711090088
user 5000 / 10000, time taken: 1.646317720413208
user 6000 / 10000, time taken: 1.6603012084960938
user 7000 / 10000, time taken: 1.5823910236358643
user 8000 / 10000, time taken: 1.6174850463867188
user 9000 / 10000, time taken: 1.619612216949463
Day 6, actual_clicks_reward: 1901.0, max_clicks_reward: 2648.0257829870493, actual_watch_duration_reward: 122909.62113655907, max_watch_duration_reward: 220129.64401257146
Epoch 0, data points: 139493, Loss per data point: 0.3101323883826072
Epoch 10, data points: 139493, Loss per data point: 0.3100510264567975
Epoch 20, data points: 139493, Loss per data point: 0.30988826575526757
Epoch 30, data points: 139493, Loss per data point: 0.30989441253911404
Epoch 40, data points: 139493, Loss per data point: 0.30988529646946905
Epoch 50, data points: 139493, Loss per data point: 0.3099941781545623
Epoch 60, data points: 139493, Loss per data point: 0.3098531756946256
Epoch 70, data points: 139493, Loss per data point: 0.3098879822160583
Epoch 80, data points: 139493, Loss per data point: 0.30986560569928306
Epoch 90, data points: 139493, Loss per data point: 0.30986919740331476
Training completed
user 0 / 10000, time taken: 0.0001780986785888672
user 1000 / 10000, time taken: 1.6111290454864502
user 2000 / 10000, time taken: 1.5799047946929932
user 3000 / 10000, time taken: 1.7283198833465576
user 4000 / 10000, time taken: 1.6164963245391846
user 5000 / 10000, time taken: 1.6829450130462646
user 6000 / 10000, time taken: 1.6176280975341797
user 7000 / 10000, time taken: 1.484022855758667
user 8000 / 10000, time taken: 1.6087629795074463
user 9000 / 10000, time taken: 1.6514787673950195
Day 7, actual_clicks_reward: 2093.0, max_clicks_reward: 2648.0257829870493, actual_watch_duration_reward: 181976.90067779613, max_watch_duration_reward: 220129.64401257146
Epoch 0, data points: 159692, Loss per data point: 0.31805628980504685
Epoch 10, data points: 159692, Loss per data point: 0.3178903454665033
Epoch 20, data points: 159692, Loss per data point: 0.31785929760217363
Epoch 30, data points: 159692, Loss per data point: 0.31773868466601257
Epoch 40, data points: 159692, Loss per data point: 0.317780798196918
Epoch 50, data points: 159692, Loss per data point: 0.317783334034674
Epoch 60, data points: 159692, Loss per data point: 0.317838079949119
Epoch 70, data points: 159692, Loss per data point: 0.31775586758491686
Epoch 80, data points: 159692, Loss per data point: 0.3177741310912562
Epoch 90, data points: 159692, Loss per data point: 0.3178727775233615
Training completed
user 0 / 10000, time taken: 0.0001659393310546875
user 1000 / 10000, time taken: 1.7169990539550781
user 2000 / 10000, time taken: 1.6619348526000977
user 3000 / 10000, time taken: 1.4737510681152344
user 4000 / 10000, time taken: 1.6233458518981934
user 5000 / 10000, time taken: 1.599951982498169
user 6000 / 10000, time taken: 1.5686490535736084
user 7000 / 10000, time taken: 1.5447239875793457
user 8000 / 10000, time taken: 1.690492868423462
user 9000 / 10000, time taken: 1.594834804534912
Day 8, actual_clicks_reward: 2039.0, max_clicks_reward: 2648.0257829870493, actual_watch_duration_reward: 174269.53750482269, max_watch_duration_reward: 220129.64401257146
Epoch 0, data points: 179620, Loss per data point: 0.3234968712515428
Epoch 10, data points: 179620, Loss per data point: 0.32358132975760634
Epoch 20, data points: 179620, Loss per data point: 0.32344716071498486
